Time,color,Sleep,Rest,Active,Walk,Run
09:17:10,"=""253,192,134""",,,0.691277,,
09:18:05,"=""253,192,134""",,,2.10326,,
09:19:33,"=""253,192,134""",,,3.33969,,
09:20:07,"=""255,255,153""",,1.19244,,,
09:21:53,"=""255,255,153""",,2.01698,,,
09:22:24,"=""255,255,153""",,1.10357,,,
09:23:14,"=""253,192,134""",,,2.91407,,
09:24:04,"=""253,192,134""",,,1.57111,,
09:25:38,"=""253,192,134""",,,3.90037,,
09:26:14,"=""127,201,127""",,,,4.15583,
09:27:11,"=""253,192,134""",,,4.71457,,
09:28:47,"=""255,255,153""",,2.03052,,,
09:29:11,"=""255,255,153""",,0.660645,,,
09:30:44,"=""255,255,153""",,0.660645,,,
09:31:14,,,,,,
09:32:15,,,,,,
09:33:13,,,,,,
09:34:07,,,,,,
09:35:49,,,,,,
09:36:34,,,,,,
09:37:46,,,,,,
09:38:04,,,,,,
09:39:43,,,,,,
09:40:40,,,,,,
09:41:29,,,,,,
09:42:07,,,,,,
09:43:53,,,,,,
09:44:21,,,,,,
09:45:13,,,,,,
09:46:42,,,,,,
09:47:10,,,,,,
09:48:24,,,,,,
09:49:16,,,,,,
09:50:30,,,,,,
09:51:54,,,,,,
09:52:41,,,,,,
09:53:29,,,,,,
09:54:34,,,,,,
09:55:10,,,,,,
09:56:28,"=""255,255,153""",,2.28101,,,
09:57:40,"=""253,192,134""",,,0.780877,,
09:58:47,"=""253,192,134""",,,1.27007,,
09:59:11,"=""253,192,134""",,,0.765301,,
10:00:01,"=""253,192,134""",,,0.660645,,
10:01:37,"=""253,192,134""",,,1.29767,,
10:02:04,"=""255,255,153""",,1.84273,,,
10:03:07,"=""255,255,153""",,1.92098,,,
10:04:37,"=""253,192,134""",,,2.52054,,
10:05:44,"=""253,192,134""",,,0.660645,,
10:06:10,"=""253,192,134""",,,1.99022,,
10:07:13,"=""253,192,134""",,,1.01026,,
10:08:52,"=""253,192,134""",,,0.660645,,
10:09:49,"=""253,192,134""",,,0.660645,,
10:10:46,"=""253,192,134""",,,0.660645,,
10:11:59,"=""253,192,134""",,,0.660645,,
10:12:56,"=""255,255,153""",,1.72182,,,
10:13:12,"=""253,192,134""",,,2.92725,,
10:14:51,"=""255,255,153""",,0.660645,,,
10:15:49,"=""253,192,134""",,,0.660645,,
10:16:31,"=""255,255,153""",,1.58544,,,
10:17:25,"=""255,255,153""",,0.879133,,,
10:18:43,"=""253,192,134""",,,1.90902,,
10:19:01,"=""253,192,134""",,,0.660645,,
10:20:17,"=""255,255,153""",,0.660645,,,
10:21:06,"=""255,255,153""",,1.31189,,,
10:22:49,"=""253,192,134""",,,1.3456,,
10:23:14,"=""253,192,134""",,,1.24154,,
10:24:02,"=""253,192,134""",,,0.660645,,
10:25:11,"=""253,192,134""",,,0.737255,,
10:26:45,"=""253,192,134""",,,0.660645,,
10:27:29,"=""253,192,134""",,,0.660645,,
10:28:12,"=""253,192,134""",,,0.660645,,
10:29:40,"=""255,255,153""",,0.894833,,,
10:30:35,"=""255,255,153""",,1.25127,,,
10:31:09,"=""255,255,153""",,0.660645,,,
10:32:42,"=""253,192,134""",,,0.660645,,
10:33:46,"=""253,192,134""",,,0.660645,,
10:34:25,"=""253,192,134""",,,0.660645,,
10:35:16,"=""253,192,134""",,,0.660645,,
10:36:16,"=""255,255,153""",,1.36589,,,
10:37:29,"=""255,255,153""",,0.660645,,,
10:38:28,"=""255,255,153""",,0.660645,,,
10:39:51,"=""255,255,153""",,2.46232,,,
10:40:30,"=""255,255,153""",,0.660645,,,
10:41:09,"=""255,255,153""",,0.749139,,,
10:42:44,"=""253,192,134""",,,0.660645,,
10:43:24,"=""255,255,153""",,0.74489,,,
10:44:10,"=""255,255,153""",,0.660645,,,
10:45:44,"=""255,255,153""",,0.660645,,,
10:46:45,"=""255,255,153""",,0.660645,,,
10:47:51,"=""255,255,153""",,0.660645,,,
10:48:13,"=""253,192,134""",,,3.26772,,
10:49:15,"=""255,255,153""",,1.0206,,,
10:50:55,"=""253,192,134""",,,0.660645,,
10:51:06,"=""253,192,134""",,,0.660645,,
10:52:11,"=""255,255,153""",,1.56951,,,
10:53:53,"=""255,255,153""",,1.59083,,,
10:54:49,"=""253,192,134""",,,0.790966,,
10:55:41,"=""253,192,134""",,,0.660645,,
10:56:25,"=""253,192,134""",,,1.18434,,
10:57:03,"=""255,255,153""",,1.83364,,,
10:58:38,"=""255,255,153""",,0.973657,,,
10:59:42,"=""255,255,153""",,1.35015,,,
11:00:07,"=""255,255,153""",,1.01494,,,
11:01:53,"=""255,255,153""",,0.660645,,,
11:02:34,"=""255,255,153""",,1.06798,,,
11:03:08,"=""255,255,153""",,0.991361,,,
11:04:08,"=""255,255,153""",,1.44637,,,
11:05:46,"=""255,255,153""",,0.883277,,,
11:06:02,"=""255,255,153""",,1.06128,,,
11:07:24,"=""255,255,153""",,0.660645,,,
11:08:31,"=""255,255,153""",,1.40651,,,
11:09:14,"=""255,255,153""",,0.678635,,,
11:10:32,"=""255,255,153""",,0.702299,,,
11:11:45,"=""255,255,153""",,0.98381,,,
11:12:50,"=""255,255,153""",,0.660645,,,
11:13:33,"=""255,255,153""",,1.12039,,,
11:14:28,"=""255,255,153""",,2.14042,,,
11:15:24,"=""255,255,153""",,0.926692,,,
11:16:11,"=""255,255,153""",,0.793081,,,
11:17:39,"=""255,255,153""",,1.25469,,,
11:18:19,"=""255,255,153""",,0.660645,,,
11:19:00,"=""255,255,153""",,2.75141,,,
11:20:33,"=""253,192,134""",,,3.22148,,
11:21:19,"=""255,255,153""",,1.61068,,,
11:22:54,"=""255,255,153""",,2.989,,,
11:23:12,"=""255,255,153""",,1.93714,,,
11:24:26,"=""255,255,153""",,0.660645,,,
11:25:55,"=""255,255,153""",,1.06291,,,
11:26:27,"=""255,255,153""",,1.12026,,,
11:27:52,"=""253,192,134""",,,0.660645,,
11:28:01,"=""255,255,153""",,0.752147,,,
11:29:03,"=""253,192,134""",,,0.660645,,
11:30:55,"=""253,192,134""",,,0.660645,,
11:31:02,"=""253,192,134""",,,0.660645,,
11:32:19,"=""253,192,134""",,,1.06638,,
11:33:06,"=""255,255,153""",,0.950863,,,
11:34:50,"=""253,192,134""",,,2.48603,,
11:35:09,"=""255,255,153""",,0.968378,,,
11:36:14,"=""255,255,153""",,2.60175,,,
11:37:31,"=""253,192,134""",,,0.660645,,
11:38:23,"=""255,255,153""",,2.30422,,,
11:39:01,"=""255,255,153""",,1.71746,,,
11:40:00,"=""255,255,153""",,1.03885,,,
11:41:08,"=""255,255,153""",,1.59778,,,
11:42:55,"=""253,192,134""",,,2.32277,,
11:43:10,"=""253,192,134""",,,0.660645,,
11:44:01,"=""253,192,134""",,,1.30083,,
11:45:58,"=""253,192,134""",,,1.15224,,
11:46:29,"=""253,192,134""",,,0.7163,,
11:47:29,"=""253,192,134""",,,1.30541,,
11:48:18,"=""253,192,134""",,,1.42022,,
11:49:27,"=""255,255,153""",,2.22484,,,
11:50:57,"=""255,255,153""",,0.908835,,,
11:51:33,"=""255,255,153""",,1.2629,,,
11:52:19,"=""255,255,153""",,0.660645,,,
11:53:00,"=""255,255,153""",,0.660645,,,
11:54:51,"=""255,255,153""",,3.0897,,,
11:55:50,"=""255,255,153""",,1.47556,,,
11:56:48,"=""253,192,134""",,,2.48041,,
11:57:58,"=""255,255,153""",,1.56307,,,
11:58:14,"=""255,255,153""",,1.8777,,,
11:59:00,"=""255,255,153""",,0.896091,,,
12:00:28,"=""255,255,153""",,0.776878,,,
12:01:25,"=""255,255,153""",,1.69345,,,
12:02:22,"=""253,192,134""",,,4.24926,,
12:03:47,"=""253,192,134""",,,1.60823,,
12:04:43,"=""253,192,134""",,,3.46118,,
12:05:26,"=""253,192,134""",,,3.11977,,
12:06:45,"=""253,192,134""",,,3.10281,,
12:07:52,"=""255,255,153""",,2.81636,,,
12:08:23,"=""253,192,134""",,,2.84789,,
12:09:35,"=""253,192,134""",,,2.82316,,
12:10:26,"=""253,192,134""",,,2.4873,,
12:11:25,"=""253,192,134""",,,3.91757,,
12:12:27,"=""127,201,127""",,,,4.45539,
12:13:51,"=""127,201,127""",,,,3.63916,
12:14:28,"=""253,192,134""",,,5.32289,,
12:15:44,"=""127,201,127""",,,,4.13515,
12:16:55,"=""253,192,134""",,,5.33863,,
12:17:58,"=""127,201,127""",,,,3.94857,
12:18:07,"=""127,201,127""",,,,4.51344,
12:19:52,"=""127,201,127""",,,,3.99141,
12:20:37,"=""127,201,127""",,,,4.10792,
12:21:55,"=""253,192,134""",,,2.96021,,
12:22:50,"=""255,255,153""",,2.0394,,,
12:23:21,"=""255,255,153""",,1.57085,,,
12:24:50,"=""255,255,153""",,1.03913,,,
12:25:37,"=""255,255,153""",,2.11706,,,
12:26:21,"=""255,255,153""",,0.695537,,,
12:27:59,"=""255,255,153""",,0.660645,,,
12:28:19,"=""255,255,153""",,1.87527,,,
12:29:48,"=""253,192,134""",,,4.4219,,
12:30:26,"=""255,255,153""",,2.21524,,,
12:31:38,"=""255,255,153""",,2.04449,,,
12:32:54,"=""255,255,153""",,1.57949,,,
12:33:26,"=""255,255,153""",,1.49925,,,
12:34:58,"=""255,255,153""",,1.45931,,,
12:35:24,"=""255,255,153""",,1.36027,,,
12:36:35,"=""255,255,153""",,1.99227,,,
12:37:20,"=""255,255,153""",,2.20762,,,
12:38:22,"=""253,192,134""",,,0.660645,,
12:39:19,"=""253,192,134""",,,0.660645,,
12:40:07,"=""253,192,134""",,,4.62232,,
12:41:50,"=""255,255,153""",,0.741011,,,
12:42:17,"=""127,201,127""",,,,3.89613,
12:43:14,"=""253,192,134""",,,5.18829,,
12:44:16,"=""127,201,127""",,,,4.62006,
12:45:00,"=""127,201,127""",,,,4.40375,
12:46:17,"=""127,201,127""",,,,4.44177,
12:47:20,"=""127,201,127""",,,,4.13654,
12:48:39,"=""127,201,127""",,,,4.41265,
12:49:28,"=""127,201,127""",,,,4.34632,
12:50:01,"=""253,192,134""",,,5.64477,,
12:51:07,"=""127,201,127""",,,,5.75461,
12:52:33,"=""253,192,134""",,,4.62976,,
12:53:27,"=""253,192,134""",,,3.83651,,
12:54:34,"=""255,255,153""",,2.83969,,,
12:55:50,"=""255,255,153""",,0.759922,,,
12:56:56,"=""255,255,153""",,0.925347,,,
12:57:21,"=""255,255,153""",,0.660645,,,
12:58:41,"=""255,255,153""",,2.65481,,,
12:59:04,"=""255,255,153""",,0.660645,,,
13:00:04,"=""255,255,153""",,0.660645,,,
13:01:30,"=""255,255,153""",,0.660645,,,
13:02:17,"=""255,255,153""",,2.19597,,,
13:03:26,"=""255,255,153""",,1.08759,,,
13:04:28,"=""253,192,134""",,,1.00595,,
13:05:34,"=""255,255,153""",,1.20636,,,
13:06:47,"=""253,192,134""",,,1.60138,,
13:07:22,"=""253,192,134""",,,0.829739,,
13:08:09,"=""253,192,134""",,,0.660645,,
13:09:15,"=""255,255,153""",,0.660645,,,
13:10:17,"=""255,255,153""",,0.660645,,,
13:11:40,"=""255,255,153""",,0.660645,,,
13:12:49,"=""255,255,153""",,0.660645,,,
13:13:48,"=""255,255,153""",,0.660645,,,
13:14:59,"=""253,192,134""",,,0.660645,,
13:15:45,"=""255,255,153""",,1.1472,,,
13:16:38,"=""253,192,134""",,,0.660645,,
13:17:23,"=""255,255,153""",,0.930346,,,
13:18:17,"=""255,255,153""",,0.941193,,,
13:19:51,"=""255,255,153""",,0.660645,,,
13:20:25,"=""253,192,134""",,,0.660645,,
13:21:57,"=""255,255,153""",,0.852435,,,
13:22:14,"=""255,255,153""",,0.835521,,,
13:23:24,"=""253,192,134""",,,2.13914,,
13:24:35,"=""253,192,134""",,,0.660645,,
13:25:38,"=""255,255,153""",,0.660645,,,
13:26:14,"=""255,255,153""",,0.660645,,,
13:27:10,"=""255,255,153""",,0.767516,,,
13:28:22,"=""255,255,153""",,0.759573,,,
13:29:23,"=""255,255,153""",,0.660645,,,
13:30:57,"=""255,255,153""",,2.08709,,,
13:31:11,"=""253,192,134""",,,2.5815,,
13:32:29,"=""253,192,134""",,,2.31759,,
13:33:18,"=""255,255,153""",,1.08255,,,
13:34:04,"=""255,255,153""",,0.965994,,,
13:35:18,"=""253,192,134""",,,0.660645,,
13:36:20,"=""255,255,153""",,0.660645,,,
13:37:08,"=""253,192,134""",,,0.660645,,
13:38:03,"=""253,192,134""",,,0.660645,,
13:39:34,"=""253,192,134""",,,0.660645,,
13:40:48,"=""253,192,134""",,,0.660645,,
13:41:42,"=""255,255,153""",,0.660645,,,
13:42:40,"=""255,255,153""",,0.707381,,,
13:43:53,"=""255,255,153""",,0.825391,,,
13:44:47,"=""255,255,153""",,1.97838,,,
13:45:20,"=""255,255,153""",,1.91056,,,
13:46:40,"=""255,255,153""",,1.37725,,,
13:47:38,"=""255,255,153""",,0.773005,,,
13:48:44,"=""255,255,153""",,2.83101,,,
13:49:03,"=""253,192,134""",,,1.82812,,
13:50:54,"=""255,255,153""",,0.715681,,,
13:51:11,"=""255,255,153""",,2.36613,,,
13:52:49,"=""255,255,153""",,0.660645,,,
13:53:41,"=""255,255,153""",,0.660645,,,
13:54:43,"=""255,255,153""",,1.40621,,,
13:55:19,"=""255,255,153""",,1.18163,,,
13:56:52,"=""255,255,153""",,1.15888,,,
13:57:11,"=""255,255,153""",,1.15248,,,
13:58:11,"=""255,255,153""",,0.93167,,,
13:59:54,"=""255,255,153""",,0.813694,,,
14:00:34,"=""253,192,134""",,,1.63085,,
14:01:20,"=""255,255,153""",,0.660645,,,
14:02:49,"=""255,255,153""",,0.660645,,,
14:03:28,"=""255,255,153""",,2.07446,,,
14:04:47,"=""255,255,153""",,2.36411,,,
14:05:32,"=""255,255,153""",,0.660645,,,
14:06:33,"=""255,255,153""",,0.660645,,,
14:07:55,"=""255,255,153""",,0.660645,,,
14:08:25,"=""255,255,153""",,0.660645,,,
14:09:25,"=""253,192,134""",,,3.12217,,
14:10:12,"=""255,255,153""",,2.64015,,,
14:11:17,"=""255,255,153""",,0.660645,,,
14:12:06,"=""255,255,153""",,0.660645,,,
14:13:03,"=""255,255,153""",,1.68443,,,
14:14:28,"=""255,255,153""",,0.660645,,,
14:15:40,"=""255,255,153""",,1.63633,,,
14:16:28,"=""255,255,153""",,0.660645,,,
14:17:42,"=""255,255,153""",,1.78159,,,
14:18:36,"=""255,255,153""",,1.1759,,,
14:19:48,"=""255,255,153""",,0.696678,,,
14:20:37,"=""255,255,153""",,0.660645,,,
14:21:29,"=""255,255,153""",,1.00361,,,
14:22:43,"=""255,255,153""",,1.62322,,,
14:23:58,"=""255,255,153""",,0.762424,,,
14:24:19,"=""255,255,153""",,0.660645,,,
14:25:57,"=""255,255,153""",,0.660645,,,
14:26:14,"=""255,255,153""",,0.660645,,,
14:27:10,"=""253,192,134""",,,0.660645,,
14:28:20,"=""253,192,134""",,,0.660645,,
14:29:51,"=""253,192,134""",,,0.660645,,
14:30:33,"=""253,192,134""",,,0.660645,,
14:31:35,"=""255,255,153""",,0.660645,,,
14:32:16,"=""255,255,153""",,1.03249,,,
14:33:28,"=""253,192,134""",,,0.660645,,
14:34:50,"=""255,255,153""",,1.23992,,,
14:35:43,"=""255,255,153""",,0.660645,,,
14:36:25,"=""255,255,153""",,1.1634,,,
14:37:56,"=""253,192,134""",,,2.36811,,
14:38:39,"=""253,192,134""",,,1.04179,,
14:39:11,"=""255,255,153""",,1.68384,,,
14:40:47,"=""253,192,134""",,,0.700475,,
14:41:43,"=""253,192,134""",,,0.660645,,
14:42:37,"=""253,192,134""",,,0.660645,,
14:43:23,"=""253,192,134""",,,0.660645,,
14:44:11,"=""253,192,134""",,,0.660645,,
14:45:45,"=""253,192,134""",,,0.660645,,
14:46:11,"=""255,255,153""",,0.660645,,,
14:47:09,"=""253,192,134""",,,0.660645,,
14:48:18,"=""255,255,153""",,0.660645,,,
14:49:28,"=""255,255,153""",,0.809442,,,
14:50:29,"=""255,255,153""",,2.74546,,,
14:51:32,"=""253,192,134""",,,3.88822,,
14:52:15,"=""255,255,153""",,1.80902,,,
14:53:21,"=""253,192,134""",,,1.60008,,
14:54:53,"=""253,192,134""",,,1.74946,,
14:55:59,"=""255,255,153""",,2.6151,,,
14:56:58,"=""253,192,134""",,,0.987145,,
14:57:16,"=""253,192,134""",,,0.660645,,
14:58:29,"=""253,192,134""",,,0.660645,,
14:59:16,"=""253,192,134""",,,0.660645,,
15:00:42,"=""253,192,134""",,,0.660645,,
15:01:20,"=""253,192,134""",,,1.08105,,
15:02:32,"=""253,192,134""",,,0.660645,,
15:03:56,"=""253,192,134""",,,3.35235,,
15:04:55,"=""255,255,153""",,1.33785,,,
15:05:56,"=""255,255,153""",,0.660645,,,
15:06:58,"=""255,255,153""",,1.1436,,,
15:07:45,"=""255,255,153""",,0.660645,,,
15:08:36,"=""255,255,153""",,0.660645,,,
15:09:55,"=""253,192,134""",,,0.660645,,
15:10:21,"=""253,192,134""",,,0.660645,,
15:11:14,"=""253,192,134""",,,0.660645,,
15:12:34,"=""253,192,134""",,,1.70118,,
15:13:34,"=""255,255,153""",,0.660645,,,
15:14:56,"=""255,255,153""",,1.55455,,,
15:15:35,"=""255,255,153""",,0.660645,,,
15:16:12,"=""253,192,134""",,,1.63367,,
15:17:57,"=""255,255,153""",,0.660645,,,
15:18:35,"=""255,255,153""",,0.660645,,,
15:19:19,"=""255,255,153""",,0.660645,,,
15:20:27,"=""255,255,153""",,0.660645,,,
15:21:27,"=""255,255,153""",,0.660645,,,
15:22:03,"=""255,255,153""",,0.660645,,,
15:23:02,"=""255,255,153""",,0.660645,,,
15:24:52,"=""255,255,153""",,0.660645,,,
15:25:18,"=""255,255,153""",,0.660645,,,
15:26:51,"=""255,255,153""",,0.660645,,,
15:27:23,"=""255,255,153""",,1.33561,,,
15:28:17,"=""255,255,153""",,1.15886,,,
15:29:48,"=""255,255,153""",,2.86435,,,
15:30:10,"=""253,192,134""",,,3.16008,,
15:31:58,"=""255,255,153""",,2.79959,,,
15:32:41,"=""255,255,153""",,2.07551,,,
15:33:11,"=""253,192,134""",,,5.26199,,
15:34:26,"=""253,192,134""",,,3.11732,,
15:35:36,"=""255,255,153""",,1.3189,,,
15:36:32,"=""255,255,153""",,0.660645,,,
15:37:14,"=""253,192,134""",,,0.660645,,
15:38:14,"=""253,192,134""",,,1.05316,,
15:39:26,"=""253,192,134""",,,0.660645,,
15:40:11,"=""253,192,134""",,,0.660645,,
15:41:49,"=""253,192,134""",,,0.660645,,
15:42:08,"=""255,255,153""",,0.660645,,,
15:43:52,"=""255,255,153""",,0.660645,,,
15:44:41,"=""255,255,153""",,0.660645,,,
15:45:35,"=""255,255,153""",,0.660645,,,
15:46:46,"=""255,255,153""",,0.660645,,,
15:47:53,"=""255,255,153""",,1.82984,,,
15:48:06,"=""253,192,134""",,,1.68474,,
15:49:07,"=""253,192,134""",,,1.52063,,
15:50:16,"=""255,255,153""",,0.660645,,,
15:51:07,"=""255,255,153""",,2.01305,,,
15:52:29,"=""255,255,153""",,0.660645,,,
15:53:28,"=""255,255,153""",,0.857312,,,
15:54:11,"=""255,255,153""",,2.3119,,,
15:55:26,"=""255,255,153""",,0.660645,,,
15:56:16,"=""255,255,153""",,0.660645,,,
15:57:20,"=""255,255,153""",,0.660645,,,
15:58:10,"=""253,192,134""",,,1.89625,,
15:59:30,"=""253,192,134""",,,3.34546,,
16:00:04,"=""253,192,134""",,,1.0265,,
16:01:49,"=""255,255,153""",,0.660645,,,
16:02:41,"=""255,255,153""",,0.660645,,,
16:03:53,"=""255,255,153""",,0.770672,,,
16:04:52,"=""255,255,153""",,2.50526,,,
16:05:28,"=""255,255,153""",,0.660645,,,
16:06:44,"=""255,255,153""",,1.63594,,,
16:07:29,"=""255,255,153""",,1.48706,,,
16:08:30,"=""255,255,153""",,1.11017,,,
16:09:15,"=""255,255,153""",,2.38243,,,
16:10:51,"=""255,255,153""",,1.40779,,,
16:11:18,"=""255,255,153""",,1.16687,,,
16:12:05,"=""255,255,153""",,0.660645,,,
16:13:43,"=""255,255,153""",,1.69257,,,
16:14:12,"=""255,255,153""",,1.68435,,,
16:15:55,"=""255,255,153""",,0.660645,,,
16:16:00,"=""255,255,153""",,2.43827,,,
16:17:33,"=""255,255,153""",,2.47912,,,
16:18:16,"=""255,255,153""",,2.25852,,,
16:19:07,"=""255,255,153""",,0.660645,,,
16:20:48,"=""255,255,153""",,0.660645,,,
16:21:34,"=""255,255,153""",,0.660645,,,
16:22:51,"=""255,255,153""",,3.55331,,,
16:23:44,"=""253,192,134""",,,3.58958,,
16:24:51,"=""255,255,153""",,2.47504,,,
16:25:47,"=""255,255,153""",,0.660645,,,
16:26:13,"=""253,192,134""",,,0.761436,,
16:27:34,"=""255,255,153""",,1.20526,,,
16:28:15,"=""255,255,153""",,2.47104,,,
16:29:19,"=""255,255,153""",,1.36659,,,
16:30:04,"=""255,255,153""",,1.80417,,,
16:31:29,"=""255,255,153""",,0.660645,,,
16:32:26,"=""255,255,153""",,1.82197,,,
16:33:14,"=""255,255,153""",,0.867685,,,
16:34:49,"=""255,255,153""",,0.779531,,,
16:35:03,"=""255,255,153""",,0.660645,,,
16:36:45,"=""255,255,153""",,2.35237,,,
16:37:29,"=""255,255,153""",,0.660645,,,
16:38:17,"=""255,255,153""",,1.20586,,,
16:39:49,"=""253,192,134""",,,1.83034,,
16:40:28,"=""253,192,134""",,,2.82688,,
16:41:58,"=""255,255,153""",,0.660645,,,
16:42:40,"=""255,255,153""",,0.660645,,,
16:43:16,"=""253,192,134""",,,3.27512,,
16:44:55,"=""255,255,153""",,2.06936,,,
16:45:50,"=""255,255,153""",,2.12371,,,
16:46:45,"=""255,255,153""",,0.860106,,,
16:47:18,"=""255,255,153""",,1.97756,,,
16:48:02,"=""255,255,153""",,2.22077,,,
16:49:24,"=""253,192,134""",,,3.35884,,
16:50:42,"=""255,255,153""",,2.27775,,,
16:51:42,"=""255,255,153""",,0.67797,,,
16:52:43,"=""255,255,153""",,0.704387,,,
16:53:55,"=""255,255,153""",,0.753328,,,
16:54:53,"=""255,255,153""",,2.17887,,,
16:55:55,"=""255,255,153""",,0.660645,,,
16:56:58,"=""255,255,153""",,0.660645,,,
16:57:17,"=""255,255,153""",,1.11053,,,
16:58:43,"=""253,192,134""",,,2.16727,,
16:59:37,"=""255,255,153""",,1.0658,,,
17:00:34,"=""255,255,153""",,0.660645,,,
17:01:04,"=""255,255,153""",,0.811998,,,
17:02:37,"=""255,255,153""",,1.38955,,,
17:03:05,"=""255,255,153""",,1.20157,,,
17:04:09,"=""255,255,153""",,1.06878,,,
17:05:18,"=""255,255,153""",,0.660645,,,
17:06:44,"=""255,255,153""",,1.62229,,,
17:07:34,"=""255,255,153""",,2.53208,,,
17:08:59,"=""255,255,153""",,1.57142,,,
17:09:34,"=""255,255,153""",,0.660645,,,
17:10:12,"=""255,255,153""",,1.10655,,,
17:11:34,"=""255,255,153""",,1.71997,,,
17:12:48,"=""253,192,134""",,,2.12933,,
17:13:36,"=""255,255,153""",,1.18012,,,
17:14:56,"=""255,255,153""",,1.59506,,,
17:15:08,"=""255,255,153""",,2.73443,,,
17:16:35,"=""255,255,153""",,1.41749,,,
17:17:34,"=""255,255,153""",,2.60047,,,
17:18:21,"=""255,255,153""",,1.18808,,,
17:19:00,"=""255,255,153""",,0.660645,,,
17:20:03,"=""255,255,153""",,0.660645,,,
17:21:23,"=""255,255,153""",,0.660645,,,
17:22:21,"=""255,255,153""",,0.660645,,,
17:23:58,"=""255,255,153""",,0.660645,,,
17:24:42,"=""255,255,153""",,0.660645,,,
17:25:23,"=""255,255,153""",,0.660645,,,
17:26:13,"=""255,255,153""",,0.660645,,,
17:27:16,"=""255,255,153""",,0.660645,,,
17:28:47,"=""255,255,153""",,0.660645,,,
17:29:08,"=""255,255,153""",,0.660645,,,
17:30:28,"=""255,255,153""",,0.660645,,,
17:31:37,"=""255,255,153""",,0.660645,,,
17:32:17,"=""255,255,153""",,0.660645,,,
17:33:45,"=""255,255,153""",,0.660645,,,
17:34:55,"=""255,255,153""",,0.660645,,,
17:35:57,"=""255,255,153""",,0.660645,,,
17:36:48,"=""255,255,153""",,1.01662,,,
17:37:51,"=""255,255,153""",,0.978066,,,
17:38:26,"=""255,255,153""",,0.94167,,,
17:39:44,"=""255,255,153""",,0.660645,,,
17:40:52,"=""255,255,153""",,0.660645,,,
17:41:29,"=""255,255,153""",,0.660645,,,
17:42:52,"=""255,255,153""",,0.660645,,,
17:43:39,"=""255,255,153""",,0.660645,,,
17:44:54,"=""255,255,153""",,0.660645,,,
17:45:44,"=""255,255,153""",,0.660645,,,
17:46:54,"=""255,255,153""",,0.660645,,,
17:47:02,"=""255,255,153""",,0.660645,,,
17:48:29,"=""255,255,153""",,2.2688,,,
17:49:26,"=""253,192,134""",,,4.32663,,
17:50:52,"=""253,192,134""",,,5.25058,,
17:51:06,"=""253,192,134""",,,3.48413,,
17:52:23,"=""253,192,134""",,,3.57469,,
17:53:56,"=""255,255,153""",,2.57732,,,
17:54:24,"=""253,192,134""",,,2.15887,,
17:55:39,"=""253,192,134""",,,1.40856,,
17:56:36,"=""253,192,134""",,,2.19287,,
17:57:34,"=""255,255,153""",,0.660645,,,
17:58:32,"=""255,255,153""",,1.51845,,,
17:59:12,"=""253,192,134""",,,2.11004,,
18:00:20,"=""253,192,134""",,,1.60085,,
18:01:28,"=""253,192,134""",,,1.7081,,
18:02:35,"=""255,255,153""",,0.660645,,,
18:03:56,"=""253,192,134""",,,1.83438,,
18:04:38,"=""253,192,134""",,,2.65315,,
18:05:55,"=""255,255,153""",,1.09211,,,
18:06:10,"=""255,255,153""",,3.34762,,,
18:07:51,"=""253,192,134""",,,3.46829,,
18:08:39,"=""255,255,153""",,1.94262,,,
18:09:16,"=""253,192,134""",,,0.785339,,
18:10:37,"=""253,192,134""",,,1.31179,,
18:11:37,"=""253,192,134""",,,1.06122,,
18:12:41,"=""253,192,134""",,,1.17701,,
18:13:46,"=""253,192,134""",,,1.01539,,
18:14:21,"=""253,192,134""",,,1.54747,,
18:15:03,"=""253,192,134""",,,3.62518,,
18:16:51,"=""253,192,134""",,,3.58336,,
18:17:06,"=""253,192,134""",,,4.84701,,
18:18:15,"=""253,192,134""",,,4.6951,,
18:19:09,"=""253,192,134""",,,5.54701,,
18:20:09,"=""253,192,134""",,,3.08049,,
18:21:51,"=""255,255,153""",,0.660645,,,
18:22:07,"=""255,255,153""",,0.660645,,,
18:23:51,"=""255,255,153""",,0.660645,,,
18:24:51,"=""255,255,153""",,0.660645,,,
18:25:20,"=""255,255,153""",,0.660645,,,
18:26:59,"=""255,255,153""",,0.660645,,,
18:27:51,"=""255,255,153""",,0.660645,,,
18:28:12,"=""255,255,153""",,0.660645,,,
18:29:58,"=""255,255,153""",,0.660645,,,
18:30:47,"=""255,255,153""",,0.660645,,,
18:31:56,"=""255,255,153""",,0.660645,,,
18:32:25,"=""255,255,153""",,0.660645,,,
18:33:31,"=""255,255,153""",,0.660645,,,
18:34:22,"=""255,255,153""",,0.660645,,,
18:35:46,"=""255,255,153""",,0.660645,,,
18:36:14,"=""255,255,153""",,1.42558,,,
18:37:01,"=""253,192,134""",,,3.98827,,
18:38:46,"=""253,192,134""",,,3.30646,,
18:39:09,"=""253,192,134""",,,5.72725,,
18:40:19,"=""253,192,134""",,,5.22549,,
18:41:10,"=""253,192,134""",,,5.03537,,
18:42:25,"=""253,192,134""",,,4.22991,,
18:43:15,"=""255,255,153""",,3.72924,,,
18:44:06,"=""253,192,134""",,,4.743,,
18:45:47,"=""253,192,134""",,,3.31853,,
18:46:39,"=""253,192,134""",,,3.82214,,
18:47:48,"=""253,192,134""",,,2.06685,,
18:48:51,"=""255,255,153""",,0.789061,,,
